14019A device comprising: a substrate; a first dielectric device layer on the substrate comprising a target thickness TTFD; and a second dielectric device layer over the first dielectric device layer having a target thickness TTSD, wherein a lower portion of the second dielectric device layer comprises a consumed upper portion of the first dielectric device layer.508
13618814	A power supply device comprising: a rectifier configured to rectify an alternating-current voltage; a power converting circuit including at least one switching element and configured to convert an output of the rectifier into a direct-current voltage according to a switching action of the switching element; and a partial smoothing circuit including, in series, a capacitor and a diode connected in polarity opposite to output polarity of the rectifier, the partial smoothing circuit being provided on an output side of the rectifier in parallel to the power converting circuit, the capacitor being charged according to the switching action of the switching element of the power converting circuit, and the partial smoothing circuit supplying a charge from the capacitor to the power converting circuit via the diode when an output voltage of the rectifier is below a predetermined level.
13549945	A method comprising: receiving a source 3D video stream; receiving or generating disparity information associated with the source 3D video stream; receiving a distorted version of the same source 3D video stream; generating disparity information associated with the distorted 3D video stream; and comparing the disparity information associated with the source 3D video stream with the disparity information associated with the distorted 3D video stream.
14007498	An imaging optical system, comprising in the order from an object side to an image side: a first lens element having a positive refractive power and convex toward the object side; a second lens element having a negative refractive power and concave toward the image side; a third lens element having a predetermined refractive power; a fourth lens element having a positive refractive power and convex toward the image side; and a fifth lens element having a negative refractive power and concave toward the image side, wherein the imaging optical system satisfies the following conditional expressions (1) and (2), the third lens element has a region, in both of an object-side surface and an image-side surface thereof, configured such that a cross section of the third lens element is located on the object side than an intersection with an optical axis, on the cross section including the optical axis, the third lens element satisfying the following conditional expressions (A1) and (A2), and the fourth lens element has an inflection point, on at least one of an object-side surface and an image-side surface thereof, on a profile of a cross section of the fourth lens element along an optical axis in a direction from an intersection with the optical axis toward an end of an effective area of the fourth lens element,     where f1: a focal length of the first lens element, f4: a focal length of the fourth lens element, f: a focal length of an entirety of the imaging optical system, R1_L3: a paraxial diameter of the object-side surface of the third lens element, and R2_L3: a paraxial diameter of the image-side surface of the third lens element.
13933369	A method fir extracting features from an image acquired of an object, wherein a surface of the object is specular, comprising the steps of: acquiring the image while illuminating the object with a hue circle generated by a set of lights flashed simultaneously, wherein the lights have different colors and are arranged circularly around a lens of a camera; and extracting, as the features, locations of pixels in the image within a neighborhood of pixels that includes a subset of the colors of the lights.
13983966	An electrical connector including a conductor marking arrangement, comprising: (a) a connector body (1) containing a plurality of longitudinal conductor through bores (11) having first ends for receiving the bare ends of a plurality of insulated electrical conductors (C), respectively, said conductor bores having second ends, respectively; (b) a plurality of electrical contacts (3) mounted in said conductor bore second ends for electrical engagement with said conductor bare ends when said conductors are introduced toward fully engaged positions within said conductor bores, respectively; (c) a plurality resilient retaining springs (5) normally having locked conditions for frictionally retaining said conductors in said fully engaged positions in said conductor bores, respectively: (d) a plurality of actuating elements (12) connected for longitudinal sliding displacement relative to said connector body between retracted and inserted positions relative to said connector body, said actuating elements having first ends associated with corresponding retaining springs, respectively, such that each retaining spring is displaced toward an unlocked condition when the corresponding actuating element is inserted toward its inserted position, said actuating members having second ends arranged externally relative to said connector body; and (e) a plurality of distinctive indicia bearing marking devices (M) connected with said actuating element second ends, respectively, thereby to identify the conductors associated with said contacts, respectively.
14022749	A vehicle diagnostic device for diagnosing a vehicle under test, comprising: a processor; data storage; a vehicle interface configured to interface with the vehicle under test and obtain diagnostic data; and a wireless communications interface configured to transmit the obtained diagnostic data to one or more display devices; wherein the processor is configured to: determine whether a direct wireless connection with the one or more display devices is available; determine whether an indirect wireless connection with the one or more display devices is available via a second separate vehicle diagnostic device; and responsive to a further determination, indirectly transmit the obtained diagnostic data to the one or more display devices via the second vehicle diagnostic device.
14005480	A context aware system for automatically controlling a plurality of actuators based on fact information received from a plurality of detectors, the system comprising: a data store comprising a set of rules and definitions for interpreting the fact information received from the detectors; a context mechanism including at least one reasoner for receiving the fact information from the plurality of detectors and transforming the fact information into situations based on a context of the fact information and situation definitions stored in the data store; and an adaptation mechanism for determining one or more reactions for at least one situation and sending each reaction to a corresponding actuator for execution; wherein detectors and actuators are added to and removed from the system in a plug and play manner.
14029403	A computer program product comprising: a computer readable storage medium; and computer usable code stored on the computer readable storage medium, where, if executed by a processor, the computer usable code causes a computer to: determine a number of times that a method call has occurred; perform a comparison between the number and a threshold to be selected for the method call, wherein the threshold is to include a number of times the method call is to occur without being considered a duplicate method call; and determine whether to disregard the method call or to route information pertaining to the method call based on the comparison, wherein the method call is to be disregarded when the number does not exceed the threshold.
14033508	An input device comprising: a sensor substrate having one or more conductors; and a flexible contact layer spaced apart from the sensor substrate that is configured to flex to contact the sensor substrate to initiate an input of a computing device, the flexible contact layer including a force concentrator pad that is configured to cause pressure to be channeled through the force concentrator pad to cause the flexible contact layer to contact the sensor substrate to initiate the input.
13620330	A multilayered ceramic electronic component comprising: a ceramic body including a dielectric layer and having first and second main surfaces opposing each other in a stacking direction of the dielectric layer, third and fourth end surfaces connecting the first and second main surfaces to each other and opposing each other in a length direction, and fifth and sixth side surfaces connecting the first and second main surfaces to each other and opposing each other in a width direction; internal electrodes disposed to face each other in the ceramic body and having the dielectric layer interposed therebetween; and external electrodes electrically connected to the internal electrodes, in the length-thickness cross-section of the ceramic body, the external electrodes including first external electrodes formed from the third or fourth end surface to the first and second main surfaces, and second external electrodes formed from the third or fourth end surfaces to the first and second main surfaces on the first external electrodes, having a length shorter than a length to which the first external electrodes are formed on the first and second main surfaces, and containing an epoxy resin.
14008350	An electrolytic solution, comprising: a cyclic carbonate (I-1) represented by formula (I-1):  (in the formula, R is an alkyl group having two or more carbon atoms, a fluorine-containing alkyl group having two or more carbon atoms, an alkoxy group or a fluorine-containing alkoxy group, in which an oxygen atom may be inserted between carbon atoms); a cyclic carbonate (I-2) different from the cyclic carbonate (I-1)); and an electrolyte salt (II).
13989940	A method for identifying at least one radiating source, including at least one nuclide, which is at least partially enclosed by a predetermined material, the method comprising: estimating at least one radiating source in a measured spectrum (&#x3bc;(E)) using a predetermined gamma spectroscopic device; comparing the measured spectrum with absorption spectra and scattering spectra from a database comprising data representing spectra for a plurality of absorption scenarios and for a plurality of scattering scenarios related to the at least one estimated source; determining, on the basis of the compared scenarios, information (a) relating to the material (x) by which the radiating source is at least partially enclosed.
13935557	A method of measuring an angular velocity by using a MEMS gyroscope, the method comprising: generating a magnetic field that is associated with a movement of a proof-mass of the MEMS gyroscope, wherein the magnetic field varies at a location of a magnetic sensor; detecting the variation of the magnetic field by the magnetic sensor; and extracting the angular velocity from the variation of the magnetic field.
13678473	An organic light-emitting display apparatus comprising: a substrate; an organic light-emitting device on the substrate; a thin film encapsulation layer on the organic light-emitting device and covering the organic light-emitting device; and a barrier layer between the organic light-emitting device and the thin film encapsulation layer, wherein the barrier layer comprises: a first barrier layer on the organic light-emitting device and comprising an alkali metal-containing compound; and a second barrier layer between the first barrier layer and the thin film encapsulation layer and comprising an amorphous inorganic oxide.
13733820	A display device comprising: a first substrate; a gate line disposed on the first substrate and including a gate electrode; a gate insulating layer disposed on the gate line; a semiconductor layer disposed on the gate insulating layer; a data line disposed on the semiconductor layer and including a source electrode; a drain electrode disposed on the semiconductor layer and facing the source electrode; and a passivation layer disposed on the data line and the drain electrode, wherein the semiconductor layer comprises an oxide semiconductor including indium, tin, and zinc, wherein an atomic percent of the indium in the oxide semiconductor is equal to or larger than about 10 at % and equal to or smaller than about 90 at %, an atomic percent of the zinc in the oxide semiconductor is equal to or larger than about 5 at % and equal to or smaller than about 60 at %, and an atomic percent of the tin in the oxide semiconductor is equal to or larger than about 5 at % and equal to or smaller than about 45 at %, and wherein the data line and the drain electrode comprise copper .
13561012	A deep ultraviolet light source comprising: a regenerative ring resonator comprising: a discharge chamber having electrodes and a gain medium between the electrodes; an optical coupler that is partially reflective so that at least a portion of a light beam impinging on the optical coupler from the discharge chamber is reflected back through the discharge chamber and at least a portion of the light beam impinging on the optical coupler from the discharge chamber is transmitted through the optical coupler; and an attenuation optical system in the path of the light beam within the resonator, the attenuation optical system having a plurality of distinct attenuation states, with each attenuation state defining a distinct attenuation factor applied to the light beam; and a control system connected to the attenuation optical system and configured to select an attenuation state applied to the light beam to thereby adjust an energy of the light beam output from the light source.
13938887	A plastic display panel, comprising: a display area configured to display an image and including a plurality of panel electrodes; and a non-display area in which a plurality of link lines connected to the panel electrodes and a driving element are provided, wherein, the display area and the non-display area are provided in a plastic base substrate, a plurality of link pads, electrically connected to the respective link lines, are provided in a bonding part adhered to the driving element in the non-display area, and at least one via hole is provided in the bonding part for exposing a portion of the plastic base substrate.
13946382	A timepiece assembly comprising at least one bottom plate and at least one dial arranged to be secured one on top of the other, comprising a plurality of centring pins integral with said bottom plate, respectively with said dial, each arranged to cooperate, with radial and tangential play, with an oblong groove in said dial, respectively in said bottom plate, for the relative positioning of said at least one dial relative to said at least one bottom plate, said assembly further comprising a holding means integral with said bottom plate, respectively with said dial, arranged to cooperate with a complementary holding means integral with said dial, respectively with said bottom plate, said holding means and/or said complementary holding means comprising an elastic return means for pressing said at least one dial resting onto said at least one bottom plate, wherein said elastic return means has substantially tangential mobility along a plane perpendicular to the plane of said bottom plate and to a radial line connecting the centre of said bottom plate to said elastic return means, wherein said holding means and/or said complementary holding means carrying said elastic return means includes at least one elastic clip lug, which juts in a cantilever manner out relative to said dial or respectively to said bottom plate in a substantially perpendicular direction to the plane of said dial or of said bottom plate, said lug comprising a head with a return stop surface for cooperating in abutment with a complementary stop surface comprised in said bottom plate or respectively in said dial.
14045964	A method for providing access to packet-enabled services comprising: receiving an initial inquiry for packet-enabled service access from a mobile device; collecting equipment information regarding the mobile device responsive to receiving the initial inquiry; sending a non-voice communication to the mobile device where the non-voice communication comprises packet-enabled mobile device connection information generated using the collected equipment information; receiving a request from the mobile device to provide the packet-enabled service access, wherein the request is associated with the packet-enabled mobile device connection information sent to the mobile device; and negotiating a packet-enabled service session across a packet based network for the mobile device using the packet-enabled service access provided to the mobile device responsive to the request.
13947815	A method, comprising: receiving a packet data protocol based command addressed to a machine type communication (MTC) device; determining if the MTC device has an active packet data protocol context; in response to determining that the MTC device does not have an active packet data protocol context, activating a packet data protocol context for the MTC device; and forwarding the packet data protocol based command to the MTC device.
13976419	A method, comprising: forming a photon emitter on the front side of a die; and forming a beam path on the front side of the die and positioned to direct a beam of photons from the photon emitter on the front side of the die, through the semiconductor material of the body of the die, and to the backside of the die.
13719197	A method of fabricating fine patterns, the method comprising: forming a first layer having a first main pattern part and a first dummy pattern part on a base layer; forming a second layer on the first layer, the second layer being formed to have a second main pattern part exposing portions of the first main pattern part and to have a second dummy pattern part exposing the first dummy pattern part; etching the first layer using the second layer as an etch mask to form a third main pattern part composed of a remaining portion of the first main pattern part and to remove the first dummy pattern part; and removing the second layer.
13560528	A method for providing an application that can include customized functionality without disrupting the underlying operation of the application, the method comprising the acts of: loading initial business logic into a client; rendering application content to the client from a server; receiving at the server, modified data from the client, the modified data including an activation of a logic key; loading new business logic into the client to implement the functionality associated with the logic key; and maintaining the standard functionality of the application in addition to the functionality associated with the logic key.
13954567	A method for controlling an alarm operation in a terminal, the method comprising: setting at least one of a plurality of alarm groups, each alarm group comprising a plurality of alarms, wherein the setting of the at least one alarm group comprises automatically setting termination of the plurality of alarms associated with the at least one alarm group to correspond with termination of the at least one alarm group.
13562761	Apparatus for recycling items of media, comprising: at least a pair of co-operable feed belt members that receive a depositable item of media at a first location and locate the depositable item at a stack position in a storage container; and at least a pair of co-operable dispense belt members that selectively pivot between an operational and non-operational position; wherein in the operational position, at least one of the dispense belt members is disposed to remove an item from the stack position and provide the removed item to the feed belt members, said feed belt members being arranged to locate an item of media received from the dispense belt members at said first location.
14045391	A connecting structure comprising: a laminated structure made of a first substrate and a second substrate each having a plane approximately parallel to an XY-plane in a three-dimensional rectangular coordinate X&#xb7;Y Z; wherein the first substrate has a first conductor provided on an outside surface of the first substrate, an edge, and an end face including the edge; and further comprising, a second conductor provided on an exposed surface of the second substrate to which the first substrate does not oppose; a sheet with a flexibility provided with a conductive layer; and an electric conductor without flexibility having a height corresponding to a thickness of the first substrate; wherein the sheet is electrically connected with the first conductor and intersects an extended plane of the end face, the sheet and the electric conductor without flexibility are electrically connected to each other at a portion where their Z-coordinate values are as same as a value of the first conductor, and the second conductor is electrically connected to the electric conductor without flexibility.
14048297	A liquid crystal optical device having a layered structure, the device comprising: split liquid crystal cells each having an alignment surface that defines in a liquid crystal material a pre-tilt angle of opposite signs; and electrodes for generating an electric field controlling an orientation of said liquid crystal material, wherein said liquid crystal optical device has angular asymmetry of optical power.
14004728	A thin film transistor array substrate including a thin film transistor element, wherein electrodes of the thin film transistor array substrate include one pair of comb electrodes and a sheet electrode, the thin film transistor array substrate is a thin film transistor array substrate for frame-reversal driving, line reversal driving, or dot-reversal drive, and at least one electrode selected from the group consisting of the pair of comb electrodes and the sheet electrode is electrically connected along a pixel line, and electrically connected every other pixel between pixels of one pixel line.
14051311	A three-dimensional mechanical ultrasonic probe, comprising: a base; a transducer for emitting an ultrasonic signal; a driven wheel connected to the transducer, an orientation of the transducer being controlled by the driven wheel; a motor fixed on the base; a transmission system connected to the motor and a first rope, the transmission system being driven by the motor, the first rope driving the driven wheel and being driven by the transmission system; and a rope adjusting dowel for adjusting an effective length of the first rope.
13958703	A passively modelocked fiber laser, comprising: a laser cavity comprising at least one Yb or Nd doped gain fiber; and a pump diode to pump said laser cavity, wherein said laser cavity is configured for operation in a positive dispersion regime without negative dispersion cavity components.
14002998	A method for intraoral imaging, the method executed at least in part on a computer system and comprising: obtaining a digital image of one or more teeth; detecting first and second boundaries of the one or more teeth; calculating, at each of the first and second boundaries, a boundary ratio of mean gray-scale values for the tooth area on one side of the boundary to mean gray-scale values for background areas on the other side of the boundary and storing the calculated boundary ratios in a memory; calculating a third ratio of the mean gray-scale values for the tooth area near the first boundary to the mean gray-scale values for the tooth area near the second boundary and storing the third ratio in the memory; forming and storing a vector that contains at least the calculated boundary ratios and the third ratio; classifying a tooth surface as either smooth or occlusal according to the stored vector; processing the digital image according to the tooth surface classification; and reporting the processing results.
13959107	A method of operating a BPSK modulator, the method comprising: receiving an RF signal at the BPSK modulator; splitting the RF signal into a first portion and a second portion that is inverted with respect to the first portion; receiving the first portion at a first arm of the BPSK modulator; receiving the second portion at a second arm of the BPSK modulator; applying a first tone to the first arm of the BPSK modulator; applying a second tone to the second arm of the BPSK modulator; measuring a power associated with an output of the BPSK modulator; and adjusting a phase applied to at least one of the first arm of the BPSK modulator or the second arm of the BPSK modulator in response to the measured power.
14043884	A method comprising: receiving a request from a user; directing the request to a human assistant; selecting a resource based on the request; identifying a right required to access the resource; providing, by a processor, an access to the resource to the human assistant based on a privilege determined based on the user and the human assistant; and presenting a response to the user based on the access.
13997047	A mobile platform comprising: a sensor; and logic to, receive an authentication input via a user interface of the mobile platform, determine an authentication orientation of the mobile platform based on one or more signals from the sensor, and determine whether to validate a user based on the authentication input and the authentication orientation of the mobile platform.
14113612	A PFC signal generation circuit that generates a PFC signal to control a PFC circuit including a first inductor connected to a first switch and a second inductor connected to a second switch, the PFC signal generation circuit comprising: a first control signal output circuit that outputs a first PFC signal to turn on the first switch at a zero current detection timing of the first inductor; a timing adjustment circuit that generates a control signal to turn on the second switch after waiting until a target timing, when a zero current detection timing of the second inductor is earlier than the target timing, and to turn on the second switch at a target timing in a subsequent cycle, when the zero current detection timing of the second inductor is later than an allowable period from the target timing; and a second control signal output circuit that generates a second PFC signal to turn on the second switch, according to the control signal.
13845736	A high frequency power amplifier comprising: an amplification element amplifying a high frequency signal; a duplexer to which an output signal of the amplification element is inputted, the duplexer allowing a signal of a certain frequency band to pass and attenuating signals of other frequency bands; a matching circuit connected between the amplification element and the duplexer; an external terminal connected to the matching circuit; and a passive element connected between the external terminal and a grounding point, wherein the amplification element, the matching circuit, and the duplexer are integrally mounted on a single substrate, and the passive element is located outside the substrate.
13572533	A method for wireless information access in a three-dimensional integrated circuit (3DIC), comprising steps of: providing plural stacked chips including a wireless device, an information and a transmitting/receiving circuit; and accessing wirelessly the information via the wireless device and the transmitting/receiving circuit during a packaging process for the plural stacked chips.
13952803	A device management apparatus that manages a network device connected to a network, comprising: a first determination unit configured to determine whether or not a first port of the network device is open, the first port being for accessing a web service provided by the network device; a second determination unit configured to determine whether or not a second port of the network device is open, the second port that being used in communication by an application for remotely operating the network device; and a control unit configured to enable a function for accessing the web service if it is determined that the first port is open, and to enable a function for remotely operating the network device if it is determined that the second port is open.
13981264	An implantable medical device, comprising: a connector enclosure including a base plate having an aperture, the connector enclosure housing at least one electrical connector; a can coupled to the base plate, the can housing electrical circuitry; a filter capacitor coupled to the base plate, the filter capacitor having an aperture and having capacitor forming plates including a ground plate, the ground plate being electrically coupled to the can; a feedthrough pin electrically coupled to the electrical connector within the connector enclosure, the feedthrough pin extending through the aperture in the base plate and being present in the vicinity of the aperture in the filter capacitor; a conductor with a first end being present in the vicinity of the aperture within the filter capacitor and with a second end extending into the can and electrically coupled to the electrical circuitry; and a body of electrically conductive bonding material being present within the aperture of the filter capacitor and creating an electrically conductive bond among the conductor, the feedthrough pin, and at least one of the capacitor forming plates other than the ground plate.
14058141	A method comprising: first attaching a plurality of side-emitting light emitting diodes to a first plate; second attaching said plurality of side-emitting light emitting diodes to a second plate; and creating a pattern of reflective surfaces between said first and second plates; wherein said reflective surfaces are configured to reflect light from said plurality of side-emitting light emitting diodes through at least one of said plates, and wherein said first and second attaching and said creating form a light emitting diode apparatus.
13839690	A drinking water reminding system, comprising: at least one reminder, each reminder comprising: a measuring module, arranged for measuring a content in a container to obtain at least one measurement signal by using at least one measurement method; a first processing module, arranged for receiving the measurement signal and calculating the measurement signal to obtain at least one measurement result; a first storage module, arranged for storing the measurement result and at least one predetermined condition; a first reminding module, arranged for performing at least one reminding action according to the predetermined condition and the measurement result; and a first transmission module, arranged for transmitting the measurement signal through a wireless transmission.
13963490	A processor-implemented method for synchronization of media in multiple formats across multiple devices, the method comprising: receiving, at a synchronization server, a changed context synchronization request from a first user device configured to allow a user to consume media in a first format; retrieving, using the synchronization server, a list of other devices accessible to a user associated with the first user device, wherein at least one of the devices is configured to allow the user to consume the media in at least a second format; sending, using the synchronization server, a sync point update request to at least one of the devices, wherein the sync point update request includes a sync point representing the last portion of the media consumed by the user; receiving, at the synchronization server, a sync point update response from at least one of the devices; generating, using the synchronization server, a changed context synchronization response based on the sync point update response received from at least one of the devices; and sending the changed context synchronization response to the first user device using the synchronization server.
14067352	A method of operating a particle inlet system comprising: providing a particle inlet system including a first chamber having a gas inlet orifice and an expansion slit located over a plate containing a first opening, a second chamber connected to said first chamber at said first opening and having a second opening located directly underneath said first opening, and a third chamber connected to said second chamber at said second opening; inducing a laminar flow of particles within said first chamber, wherein said first chamber provides a 180 degree rotational symmetry about a center of said first opening in a pattern of said laminar flow at said expansion slit; and flowing a buffer gas into said third chamber, wherein said particles are slowed within said third chamber upon entry through said second opening into said third chamber.
13882511	A semiconductor light emitting device comprising: a substrate; and a semiconductor structure grown on the substrate, the semiconductor structure comprising a III-nitride light emitting layer disposed between an n-type region and a p-type region; wherein: the substrate is a non-III-nitride material; the substrate has an in-plane lattice constant asubstrate; at least one III-nitride layer in the semiconductor structure has a bulk lattice constant alayer; [(|asubstrate&#x2212;alayer|)/asubstrate]*100% is no more than 1%; and a surface of the substrate opposite a surface on which the semiconductor structure is grown is textured.
14062414	A keyboard comprising: a plurality of keys. each associated with an input data value wherein each key includes a unit and the input data value corresponds to the unit, the plurality of keys including at least one multi-value key associated with at least two input data values, wherein each multi-value key includes a plurality of units and each input data value corresponds to at least one of the plurality of units; an eye-tracking system for determining an area where a user of the keyboard is gazing by monitoring an eye movement of the user; and an input value selection module coupled to the units of the plurality of keys and to the eye-tracking system; wherein the input value selection module determines probabilistically which input data value was entered based on a value received from at least one unit of the units and on the area where the user is gazing.
13589628	An interface system for allowing cross-disability manipulation of a computer touch screen that is operably connected to an electronic computer having a software program stored thereon, comprising: a computer touch screen; a tactile button assembly that extends over at least a portion of the computer touch screen, the tactile button assembly including a tactile button that includes tactile indicia that can be tactilely perceived by a user and that can move between a non-actuated position and an actuated position, the tactile button including a contact end that is spaced and relatively further from the computer touch screen when the tactile button is in the non-actuated position and that is relatively closer to the computer touch screen when the tactile button is in the actuated position.
13663496	A rack-mount server system, comprising: a rack comprising a back wall defining an air outlet; a plurality of server units mounted in the rack, spaced from the back wall, and aligned with the air outlet; a fan module attached to the back wall and fitted in the air outlet; a plurality of power units mounted in the rack beside the server units and in front of the fan module; and an air-guide plate mounted in the rack and arranged between the fan module and the power units to guide part of airflow produced by the fan module to flow through the power units.
14113909	A punching device for processing in particular dried samples (36-1, . . . , 36-4) applied to a sample card (22), preferably of liquids containing DNA such as blood, saliva and the like, comprising at least one punching means (110) having a punch and a lower die, wherein the punch is movable between a rest position in which it is away from the lower die and a punching position in which it is close to the lower die, and wherein the punching means (110) has a receiving opening into which a sample card (22) from a sample card container (20) is introducible by means of a movable gripper unit (300) of the punching device (10) and is positionable relative to the punching means (110), and a punching drive (14) which is couplable or coupled to the punch of the punching means (110) and by way of which the movement of the punch between the rest position and the punching position is driven, wherein the punching means (110) is set up such that a sample piece punched out of the sample card (22) can be dispensed at an outlet opening of the lower die into a receiving recess in a receiving container (12) arranged beneath the punching means (110), characterized in that the gripper unit (300) comprises a sample card card gripper means (310) and a receiving container gripper means (312) which are movable jointly by means of a drive unit in three main directions (X, Y, Z) that are orthogonal to one another.
13707050	A computing system, comprising: a first central processing unit (CPU); and a second CPU coupled with the first CPU and with a host processor, where the second CPU and the host processor both request the first CPU to generate keys that have access rights to regions of memory to access specific data, and where the first CPU is configured to, in response to a request from the second CPU, generate a unique key with a unique access right to a region of memory, the unique key usable only by the second CPU, not the host processor.
13951314	A device, comprising: a sensor system configured to sense light intensity in a working area and to generate light intensity information in response to the sensed light intensity, the working area including indicia of a virtual keyboard having a plurality of keys; a key detection system configured to receive the light intensity information and to output key event information in response to the light intensity information, the key detection system including: an object location detection module configured to receive the light intensity information, to detect a location of an object relative to the plurality of keys, and to output object location information; a key identification module configured to receive the object location information and to output current key information; a blocked key identification module configured to receive the object location information and to output blocked key information; and a key event generation module configured to receive the current key information and the blocked key information and to output the key event information.
